Sigla Aerea;NumeroAssentos;Origem;Destino;Partida Prevista;Situacao Chegada
TAM;180;SBFL;SBSP;01/03/2025 11:10;Antecipado
TAM;180;SBSP;SBCF;01/03/2025 16:55;Antecipado
TAM;180;SBCF;SBSP;01/03/2025 07:30;Antecipado
TAM;180;SBCT;SBSP;01/03/2025 10:00;Antecipado
TAM;180;SBCT;SBSP;01/03/2025 08:20;Antecipado
TAM;180;SBSP;SBCT;01/03/2025 07:45;Antecipado
TAM;180;SBSP;SBCT;01/03/2025 17:10;Antecipado
TAM;180;SBCT;SBSP;01/03/2025 18:55;Antecipado
TAM;144;SBPS;SBGR;01/03/2025 10:30;Antecipado
TAM;180;SBFL;SBSP;01/03/2025 15:00;Antecipado
TAM;180;SBSP;SBSR;01/03/2025 07:05;Pontual
TAM;144;SBFL;SBSP;01/03/2025 11:55;Antecipado
TAM;144;SBSP;SBFL;01/03/2025 10:00;Antecipado
TAM;180;SBSR;SBSP;01/03/2025 08:55;Pontual
TAM;180;SBFL;SBSP;01/03/2025 06:30;Antecipado
TAM;180;SBFL;SBSP;01/03/2025 09:20;Antecipado
TAM;180;SBSP;SBGO;01/03/2025 06:45;Antecipado
TAM;180;SBGO;SBSP;01/03/2025 05:10;Atraso 120-240
TAM;180;SBSP;SBGO;01/03/2025 16:25;Antecipado
TAM;180;SBGO;SBSP;01/03/2025 09:05;Pontual
TAM;180;SBCF;SBSP;01/03/2025 12:00;Antecipado
TAM;180;SBSP;SBGO;01/03/2025 09:50;Antecipado
TAM;180;SBGO;SBSP;01/03/2025 15:25;Antecipado
TAM;180;SBFI;SBSP;01/03/2025 17:30;Antecipado
TAM;144;SBBR;SBCT;01/03/2025 09:20;Antecipado
TAM;144;SBCT;SBBR;01/03/2025 12:05;Antecipado
TAM;180;SBSP;SBMO;01/03/2025 14:10;Antecipado
TAM;224;SBGR;SBCG;01/03/2025 23:45;Antecipado
TAM;180;SBLO;SBSP;01/03/2025 09:35;Antecipado
TAM;144;SBSP;SBRJ;01/03/2025 10:15;Antecipado
TAM;224;SBGR;SBCG;01/03/2025 15:30;Antecipado
TAM;224;SBCG;SBGR;01/03/2025 10:45;Pontual
TAM;144;SBSP;SBNF;01/03/2025 21:45;Antecipado
TAM;180;SBNF;SBSP;01/03/2025 06:10;Antecipado
TAM;144;SBNF;SBSP;01/03/2025 11:05;Antecipado
TAM;180;SBSP;SBNF;01/03/2025 15:30;Antecipado
TAM;180;SBNF;SBSP;01/03/2025 17:20;Antecipado
TAM;144;SBSP;SBNF;01/03/2025 09:15;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 06:20;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 08:10;Antecipado
TAM;180;SBPA;SBSP;01/03/2025 06:40;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 10:00;Atraso 30-60
TAM;180;SBPA;SBSP;01/03/2025 07:25;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 11:10;Antecipado
TAM;180;SBPA;SBSP;01/03/2025 08:45;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 13:35;Antecipado
TAM;180;SBPA;SBSP;01/03/2025 10:35;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 15:30;Antecipado
TAM;144;SBSP;SBPA;01/03/2025 17:30;Antecipado
TAM;180;SBPA;SBSP;01/03/2025 12:30;Antecipado
TAM;180;SBPA;SBSP;01/03/2025 13:55;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 20:15;Antecipado
TAM;180;SBSP;SBPA;01/03/2025 21:10;Antecipado
TAM;180;SBPA;SBSP;01/03/2025 16:25;Antecipado
TAM;144;SBSP;SBRF;01/03/2025 07:55;Antecipado
TAM;144;SBRF;SBSP;01/03/2025 16:30;Antecipado
TAM;144;SBRJ;SBSP;01/03/2025 11:50;Antecipado
TAM;180;SBSP;SBCG;01/03/2025 16:30;Antecipado
TAM;180;SBCG;SBSP;01/03/2025 19:10;Antecipado
TAM;144;SBGR;SBSV;01/03/2025 23:45;Pontual
TAM;180;SBSV;SBGR;01/03/2025 04:05;Antecipado
TAM;180;SBSP;SBFZ;01/03/2025 09:45;Pontual
TAM;180;SBFZ;SBSP;01/03/2025 14:35;Antecipado
TAM;180;SBEG;SBBE;01/03/2025 02:05;Antecipado
TAM;180;SBBE;SBEG;01/03/2025 01:25;Antecipado
TAM;180;SBSP;SBCF;01/03/2025 11:20;Atraso 30-60
TAM;180;SBCF;SBSP;01/03/2025 06:05;Antecipado
TAM;180;SBSP;SBPS;01/03/2025 12:45;Antecipado
TAM;180;SBGR;SBTE;01/03/2025 08:25;Pontual
TAM;180;SBTE;SBGR;01/03/2025 16:05;Pontual
TAM;180;SBGR;SBTE;01/03/2025 22:30;Pontual
TAM;180;SBTE;SBGR;01/03/2025 02:30;Pontual
TAM;180;SBGR;SBMO;01/03/2025 23:30;Pontual
TAM;224;SBMO;SBGR;01/03/2025 03:00;Antecipado
TAM;224;SBGR;SBFI;01/03/2025 07:45;Antecipado
TAM;224;SBFI;SBGR;01/03/2025 10:15;Antecipado
TAM;180;SBGR;SBFI;01/03/2025 12:25;Antecipado
TAM;180;SBGR;SBFI;01/03/2025 17:05;Pontual
TAM;180;SBFI;SBGR;01/03/2025 19:35;Pontual
TAM;224;SBGR;SBFI;01/03/2025 22:45;Antecipado
TAM;180;SBGR;SBUL;01/03/2025 07:50;Pontual
TAM;180;SBUL;SBGR;01/03/2025 09:55;Antecipado
TAM;180;SBSL;SBGR;01/03/2025 11:30;Antecipado
TAM;224;SBGR;SBMG;01/03/2025 07:30;Atraso 60-120
TAM;220;SBGR;SBGR;;
TAM;224;SBMG;SBGR;01/03/2025 09:55;Atraso 60-120
TAM;224;SBGR;SBMG;01/03/2025 17:20;Antecipado
TAM;224;SBMG;SBGR;01/03/2025 19:30;Antecipado
TAM;224;SBGR;SBPA;01/03/2025 15:00;Antecipado
TAM;224;SBPA;SBGR;01/03/2025 17:30;Antecipado
TAM;144;SBAR;SBGR;01/03/2025 03:30;Antecipado
TAM;224;SBAR;SBGR;01/03/2025 10:55;Antecipado
TAM;224;SBGR;SBAR;01/03/2025 23:25;Antecipado
TAM;224;SBGR;SBBE;01/03/2025 08:10;Antecipado
TAM;180;SBBE;SBGR;01/03/2025 05:20;Antecipado
TAM;224;SBGR;SBBE;01/03/2025 12:40;Pontual
TAM;224;SBGR;SBBE;01/03/2025 18:05;Pontual
TAM;224;SBBE;SBGR;01/03/2025 17:00;Antecipado
TAM;180;SBGR;SBBE;01/03/2025 22:25;Atraso 60-120
TAM;144;SBGR;SBPS;01/03/2025 07:50;Pontual
TAM;180;SBGR;SBPS;01/03/2025 12:15;Atraso 30-60
TAM;144;SBGR;SBPS;01/03/2025 15:05;Antecipado
TAM;224;SBGR;SBPS;01/03/2025 23:45;Pontual
TAM;180;SBGR;SBIL;01/03/2025 07:25;Pontual
TAM;180;SBIL;SBGR;01/03/2025 10:05;Antecipado
TAM;224;SBBR;SBGR;01/03/2025 18:50;Antecipado
TAM;224;SBGR;SBBR;01/03/2025 16:10;Antecipado
TAM;180;SBBR;SBGR;01/03/2025 20:20;Antecipado
TAM;224;SBGR;SBBR;01/03/2025 22:35;Pontual
TAM;224;SBBR;SBGR;01/03/2025 05:25;Antecipado
TAM;224;SBGR;SBBR;01/03/2025 09:50;Pontual
TAM;224;SBBR;SBGR;01/03/2025 12:35;Antecipado
TAM;224;SBGR;SBBR;01/03/2025 12:20;Pontual
TAM;180;SBBR;SBRB;01/03/2025 22:20;Antecipado
TAM;224;SBGR;SBCY;01/03/2025 13:55;Pontual
TAM;224;SBCY;SBGR;01/03/2025 05:55;Pontual
TAM;224;SBGR;SBCY;01/03/2025 14:40;Antecipado
TAM;224;SBGR;SBCY;01/03/2025 23:50;Antecipado
TAM;180;SBGR;SBCH;01/03/2025 17:50;Antecipado
TAM;180;SBCH;SBGR;01/03/2025 20:05;Antecipado
TAM;180;SBGR;SBCH;01/03/2025 07:20;Pontual
TAM;180;SBCH;SBGR;01/03/2025 09:45;Antecipado
TAM;180;SBGR;SBCT;01/03/2025 09:30;Pontual
TAM;224;SBCT;SBGR;01/03/2025 07:10;Antecipado
TAM;224;SBGR;SBCT;01/03/2025 08:25;Pontual
TAM;224;SBCT;SBGR;01/03/2025 10:10;Pontual
TAM;180;SBCT;SBGR;01/03/2025 11:15;Antecipado
TAM;180;SBGL;SBFI;01/03/2025 11:15;Antecipado
TAM;180;SBCT;SBGR;01/03/2025 05:00;Antecipado
TAM;180;SBGR;SBSL;01/03/2025 22:40;Pontual
TAM;224;SBGR;SBEG;01/03/2025 12:25;Pontual
TAM;224;SBEG;SBGR;01/03/2025 17:00;Antecipado
TAM;224;SBGR;SBFL;01/03/2025 08:00;Pontual
TAM;224;SBFL;SBGR;01/03/2025 10:00;Antecipado
TAM;224;SBGR;SBFL;01/03/2025 13:20;Pontual
TAM;224;SBFL;SBGR;01/03/2025 15:20;Pontual
TAM;224;SBFL;SBGR;01/03/2025 19:45;Pontual
TAM;180;SBGR;SBFL;01/03/2025 22:40;Pontual
TAM;224;SBCF;SBGR;01/03/2025 11:30;Antecipado
TAM;180;SBGR;SBJU;01/03/2025 01:30;Antecipado
TAM;180;SBGR;SBFZ;01/03/2025 07:20;Pontual
TAM;180;SBFZ;SBGR;01/03/2025 11:25;Antecipado
TAM;224;SBGR;SBFZ;01/03/2025 09:50;Pontual
TAM;224;SBFZ;SBGR;01/03/2025 16:35;Antecipado
TAM;224;SBGR;SBFZ;01/03/2025 12:25;Pontual
TAM;180;SBGR;SBCX;01/03/2025 15:50;Antecipado
TAM;180;SBCX;SBGR;01/03/2025 18:05;Antecipado
TAM;224;SBGR;SBFZ;01/03/2025 23:00;Pontual
TAM;224;SBRF;SBBR;01/03/2025 04:50;Antecipado
TAM;224;SBBR;SBRF;01/03/2025 14:00;Antecipado
TAM;224;SBFZ;SBGR;01/03/2025 07:25;Antecipado
TAM;224;SBGR;SBVT;01/03/2025 15:45;Pontual
TAM;224;SBGR;SBVT;01/03/2025 07:45;Pontual
TAM;224;SBVT;SBGR;01/03/2025 09:55;Antecipado
TAM;224;SBGR;SBVT;01/03/2025 12:30;Pontual
TAM;224;SBVT;SBGR;01/03/2025 14:45;Pontual
TAM;224;SBGR;SBVT;01/03/2025 23:10;Pontual
TAM;224;SBGL;SBGR;01/03/2025 05:15;Antecipado
TAM;180;SBGL;SBGR;01/03/2025 06:30;Antecipado
TAM;224;SBGR;SBGL;01/03/2025 08:35;Pontual
TAM;180;SBPS;SBGR;01/03/2025 14:40;Atraso 30-60
TAM;224;SBGR;SBCF;01/03/2025 09:30;Antecipado
TAM;144;SBPS;SBGR;01/03/2025 03:40;Antecipado
TAM;224;SBSV;SBGR;01/03/2025 11:20;Pontual
TAM;180;SBGR;SBGL;01/03/2025 22:50;Antecipado
TAM;224;SBSV;SBGR;01/03/2025 12:50;Antecipado
TAM;224;SBGR;SBFL;01/03/2025 09:45;Antecipado
TAM;180;SBSV;SBGR;01/03/2025 06:10;Antecipado
TAM;180;SBSI;SBGR;01/03/2025 11:00;Antecipado
TAM;224;SBGR;SBSV;01/03/2025 17:40;Antecipado
TAM;224;SBSV;SBGR;01/03/2025 20:55;Antecipado
TAM;144;SBSP;SBMG;01/03/2025 07:20;Antecipado
TAM;144;SBMG;SBSP;01/03/2025 09:25;Antecipado
TAM;224;SBGR;SBGL;01/03/2025 13:40;Pontual
TAM;224;SBGL;SBGR;01/03/2025 10:20;Antecipado
TAM;180;SBGR;SBGL;01/03/2025 20:10;Antecipado
TAM;224;SBGR;SBGO;01/03/2025 09:00;Pontual
TAM;224;SBGO;SBGR;01/03/2025 11:20;Pontual
TAM;180;SBGR;SBRF;01/03/2025 07:05;Pontual
TAM;224;SBRF;SBGR;01/03/2025 02:50;Pontual
TAM;224;SBGR;SBRF;01/03/2025 15:15;Antecipado
TAM;224;SBRF;SBGR;01/03/2025 13:35;Antecipado
TAM;224;SBGR;SBRF;01/03/2025 09:40;Pontual
TAM;224;SBGR;SBRF;01/03/2025 23:00;Antecipado
TAM;180;SBRF;SBGR;01/03/2025 11:15;Pontual
TAM;180;SBSP;SBFI;01/03/2025 08:15;Antecipado
TAM;180;SBFI;SBSP;01/03/2025 12:25;Antecipado
TAM;180;SBJP;SBGR;01/03/2025 02:55;Antecipado
TAM;180;SBGR;SBPL;01/03/2025 07:10;Pontual
TAM;180;SBPL;SBGR;01/03/2025 10:20;Antecipado
TAM;180;SBPL;SBGR;01/03/2025 19:05;Antecipado
TAM;224;SBCY;SBGR;01/03/2025 11:45;Antecipado
TAM;180;SBGR;SBPJ;01/03/2025 23:20;Antecipado
TAM;180;SBPJ;SBGR;01/03/2025 03:10;Antecipado
TAM;224;SBFI;SBGR;01/03/2025 06:55;Pontual
TAM;180;SBGR;SBMK;01/03/2025 08:05;Antecipado
TAM;180;SBMK;SBGR;01/03/2025 10:20;Antecipado
TAM;180;SBCA;SBGR;01/03/2025 17:25;Antecipado
TAM;180;SBGR;SBCA;01/03/2025 15:10;Antecipado
TAM;180;SBBR;SBRF;01/03/2025 08:25;Antecipado
TAM;180;SBRF;SBBR;01/03/2025 11:55;Antecipado
TAM;180;SBGR;SBNF;01/03/2025 08:25;Antecipado
TAM;180;SBNF;SBGR;01/03/2025 05:30;Antecipado
TAM;180;SBGR;SBNF;01/03/2025 17:45;Antecipado
TAM;224;SBBR;SBCY;01/03/2025 08:40;Antecipado
TAM;180;SBNF;SBGR;01/03/2025 19:40;Antecipado
TAM;144;SBGR;SBNF;01/03/2025 22:15;Antecipado
TAM;224;SBCY;SBBR;01/03/2025 17:55;Antecipado
TAM;224;SBGR;SBPA;01/03/2025 07:40;Antecipado
TAM;224;SBPA;SBGR;01/03/2025 10:05;Antecipado
TAM;180;SBGR;SBPA;01/03/2025 22:20;Antecipado
TAM;224;SBPA;SBGR;01/03/2025 12:30;Antecipado
TAM;224;SBGR;SBPA;01/03/2025 12:15;Antecipado
TAM;180;SBGR;SBVC;01/03/2025 16:45;Pontual
TAM;180;SBVC;SBGR;01/03/2025 19:25;Antecipado
TAM;224;SBRF;SBBR;01/03/2025 17:20;Antecipado
TAM;180;SBGR;SBPA;01/03/2025 23:20;Antecipado
TAM;224;SBGL;SBGR;01/03/2025 15:25;Pontual
TAM;180;SBPS;SBSP;01/03/2025 11:00;Antecipado
TAM;180;SBBR;SBPA;01/03/2025 08:35;Antecipado
TAM;180;SBPA;SBBR;01/03/2025 05:30;Antecipado
TAM;224;SBBR;SBPA;01/03/2025 20:45;Antecipado
TAM;180;SBIZ;SBGR;01/03/2025 03:25;Antecipado
TAM;180;SBGR;SBSG;01/03/2025 09:55;Antecipado
TAM;180;SBSG;SBGR;01/03/2025 14:10;Antecipado
TAM;224;SBGR;SBSG;01/03/2025 12:45;Antecipado
TAM;224;SBSG;SBGR;01/03/2025 16:50;Antecipado
TAM;224;SBSG;SBGR;01/03/2025 05:00;Antecipado
TAM;224;SBGR;SBSG;01/03/2025 22:55;Pontual
TAM;180;SBSG;SBGR;01/03/2025 02:40;Antecipado
TAM;224;SBGR;SBMO;01/03/2025 07:25;Pontual
TAM;180;SBGR;SBMO;01/03/2025 14:45;Antecipado
TAM;224;SBMO;SBGR;01/03/2025 11:10;Antecipado
TAM;224;SBGR;SBMO;01/03/2025 13:55;Antecipado
TAM;224;SBCY;SBGR;01/03/2025 16:55;Antecipado
TAM;180;SBSP;SBJP;01/03/2025 10:50;Pontual
TAM;180;SBJP;SBSP;01/03/2025 14:30;Antecipado
TAM;224;SBFZ;SBGR;01/03/2025 04:40;Antecipado
TAM;180;SBLO;SBGR;01/03/2025 10:05;Antecipado
TAM;180;SBGR;SBLO;01/03/2025 17:25;Atraso 30-60
TAM;180;SBLO;SBGR;01/03/2025 19:20;Atraso 30-60
TAM;180;SBJP;SBGR;01/03/2025 18:30;Antecipado
TAM;180;SBGR;SBIZ;01/03/2025 23:50;Pontual
TAM;180;SBGR;SBJE;01/03/2025 12:20;Pontual
TAM;180;SBJE;SBGR;01/03/2025 16:20;Antecipado
TAM;180;SBCT;SBPA;01/03/2025 15:25;Antecipado
TAM;180;SBPA;SBGR;01/03/2025 04:35;Antecipado
TAM;180;SBSP;SBCT;01/03/2025 20:00;Antecipado
TAM;180;SBSV;SBFZ;01/03/2025 11:45;Pontual
TAM;180;SBFZ;SBSV;01/03/2025 14:40;Antecipado
TAM;224;SBGR;SBCT;01/03/2025 20:10;Antecipado
TAM;144;SBRF;SBFZ;01/03/2025 12:05;Pontual
TAM;144;SBFZ;SBRF;01/03/2025 14:10;Antecipado
TAM;180;SBTE;SBFZ;01/03/2025 12:00;Pontual
TAM;180;SBFZ;SBTE;01/03/2025 14:20;Pontual
TAM;180;SBJP;SBBR;01/03/2025 04:20;Antecipado
TAM;180;SBSG;SBBR;01/03/2025 15:55;Antecipado
TAM;144;SBBR;SBMA;01/03/2025 01:00;Antecipado
TAM;144;SBMA;SBBR;01/03/2025 05:00;Antecipado
TAM;180;SBSP;SBFZ;01/03/2025 16:20;Antecipado
TAM;180;SBBR;SBJP;01/03/2025 09:00;Pontual
TAM;180;SBJP;SBBR;01/03/2025 12:25;Antecipado
TAM;224;SBGR;SBFZ;01/03/2025 15:15;Antecipado
TAM;224;SBFZ;SBGR;01/03/2025 19:25;Antecipado
TAM;180;SBSL;SBFZ;01/03/2025 11:55;Antecipado
TAM;180;SBFZ;SBSL;01/03/2025 14:35;Antecipado
TAM;224;SBFL;SBGR;01/03/2025 07:05;Antecipado
TAM;180;SBBR;SBIZ;01/03/2025 15:10;Antecipado
TAM;180;SBIZ;SBBR;01/03/2025 17:50;Antecipado
TAM;180;SBGR;SBPF;01/03/2025 17:40;Antecipado
TAM;224;SBGL;SBFZ;01/03/2025 10:20;Pontual
TAM;224;SBFZ;SBGL;01/03/2025 14:30;Antecipado
TAM;180;SBFZ;SBSG;01/03/2025 14:10;Pontual
TAM;180;SBSG;SBFZ;01/03/2025 11:55;Antecipado
TAM;180;SBBE;SBFZ;01/03/2025 11:45;Atraso 30-60
TAM;180;SBFZ;SBBE;01/03/2025 14:20;Antecipado
TAM;224;SBFZ;SBEG;01/03/2025 14:20;Pontual
TAM;224;SBBR;SBGR;01/03/2025 15:00;Antecipado
TAM;180;SBGR;SBBR;01/03/2025 17:40;Antecipado
TAM;180;SBGR;SBJE;01/03/2025 08:20;Pontual
TAM;180;SBJE;SBGR;01/03/2025 12:20;Antecipado
TAM;144;SBSP;SBRJ;01/03/2025 12:25;Pontual
TAM;224;SBMO;SBGR;01/03/2025 12:35;Antecipado
TAM;224;SBGR;SBCG;01/03/2025 07:20;Antecipado
TAM;224;SBCG;SBGR;01/03/2025 09:55;Antecipado
TAM;144;SBBR;SBRJ;01/03/2025 09:30;Antecipado
TAM;224;SBGR;SBGO;01/03/2025 17:20;Antecipado
TAM;224;SBGO;SBGR;01/03/2025 19:35;Antecipado
TAM;180;SBGR;SBGO;01/03/2025 23:15;Antecipado
TAM;144;SBGO;SBGR;01/03/2025 04:10;Antecipado
TAM;180;SBGR;SBJU;01/03/2025 23:20;Antecipado
TAM;180;SBJU;SBGR;01/03/2025 05:40;Antecipado
TAM;144;SBGR;SBRJ;01/03/2025 08:15;Pontual
TAM;180;SBGR;SBCF;01/03/2025 12:55;Antecipado
TAM;180;SBCF;SBGR;01/03/2025 14:55;Antecipado
TAM;180;SBGR;SBCF;01/03/2025 16:30;Antecipado
TAM;224;SBGR;SBEG;01/03/2025 07:55;Antecipado
TAM;180;SBCF;SBGR;01/03/2025 05:00;Antecipado
TAM;224;SBGR;SBEG;01/03/2025 18:55;Antecipado
TAM;224;SBEG;SBGR;01/03/2025 19:10;Pontual
TAM;180;SBGR;SBPV;01/03/2025 13:05;Antecipado
TAM;180;SBPV;SBGR;01/03/2025 17:40;Antecipado
TAM;180;SBBR;SBPJ;01/03/2025 16:20;Antecipado
TAM;180;SBPJ;SBBR;01/03/2025 18:20;Antecipado
TAM;224;SBGR;SBSV;01/03/2025 22:25;Antecipado
TAM;224;SBJP;SBGL;01/03/2025 02:20;Antecipado
TAM;180;SBBR;SBRB;01/03/2025 09:05;Pontual
TAM;180;SBRB;SBBR;01/03/2025 13:15;Pontual
TAM;180;SBGR;SBIZ;01/03/2025 07:30;Pontual
TAM;180;SBIZ;SBGR;01/03/2025 11:15;Pontual
TAM;180;SBGL;SBPA;01/03/2025 18:00;Antecipado
TAM;180;SBPA;SBGL;01/03/2025 20:45;Antecipado
TAM;180;SBNF;SBGR;01/03/2025 10:10;Antecipado
TAM;180;SBSP;SBBR;01/03/2025 10:55;Antecipado
TAM;144;SBGR;SBPJ;01/03/2025 07:10;Pontual
TAM;144;SBPJ;SBGR;01/03/2025 10:35;Antecipado
TAM;224;SBGR;SBSL;01/03/2025 12:50;Pontual
TAM;224;SBSL;SBGR;01/03/2025 17:00;Antecipado
TAM;224;SBEG;SBGR;01/03/2025 12:35;Pontual
TAM;180;SBSP;SBSV;01/03/2025 06:50;Antecipado
TAM;144;SBSV;SBSP;01/03/2025 04:25;Antecipado
TAM;180;SBSP;SBSV;01/03/2025 08:45;Pontual
TAM;180;SBSV;SBSP;01/03/2025 10:25;Antecipado
TAM;180;SBSV;SBSP;01/03/2025 11:50;Antecipado
TAM;180;SBSP;SBSV;01/03/2025 11:55;Atraso 30-60
TAM;180;SBSV;SBSP;01/03/2025 15:05;Pontual
TAM;144;SBSP;SBSV;01/03/2025 17:45;Antecipado
TAM;180;SBGR;SBJP;01/03/2025 09:35;Antecipado
TAM;180;SBJP;SBGR;01/03/2025 13:35;Antecipado
TAM;180;SBGR;SBCY;01/03/2025 12:15;Antecipado
TAM;180;SBSP;SBVT;01/03/2025 06:30;Antecipado
TAM;180;SBVT;SBSP;01/03/2025 08:45;Antecipado
TAM;180;SBSP;SBVT;01/03/2025 09:55;Antecipado
TAM;180;SBVT;SBSP;01/03/2025 12:15;Antecipado
TAM;180;SBSP;SBVT;01/03/2025 20:55;Antecipado
TAM;144;SBVT;SBSP;01/03/2025 06:00;Antecipado
TAM;224;SBGR;SBSV;01/03/2025 12:10;Pontual
TAM;224;SBSV;SBGR;01/03/2025 15:20;Pontual
TAM;224;SBGR;SBBR;01/03/2025 23:30;Antecipado
TAM;180;SBBR;SBGR;01/03/2025 04:50;Antecipado
TAM;224;SBGL;SBVT;01/03/2025 06:20;Antecipado
TAM;180;SBGR;SBSI;01/03/2025 07:35;Antecipado
TAM;224;SBVT;SBGL;01/03/2025 08:10;Antecipado
TAM;144;SBBR;SBPV;01/03/2025 22:55;Antecipado
TAM;144;SBPV;SBBR;01/03/2025 02:35;Antecipado
TAM;180;SBGL;SBSV;01/03/2025 08:50;Antecipado
TAM;224;SBSV;SBGL;01/03/2025 03:45;Antecipado
TAM;224;SBGL;SBSV;01/03/2025 22:50;Antecipado
TAM;180;SBRB;SBBR;01/03/2025 02:20;Pontual
TAM;180;SBGR;SBRF;01/03/2025 12:35;Antecipado
TAM;180;SBRF;SBGR;01/03/2025 16:25;Antecipado
TAM;180;SBFI;SBGL;01/03/2025 14:15;Atraso 30-60
TAM;180;SBSV;SBSP;01/03/2025 06:55;Atraso 60-120
TAM;224;SBGL;SBVT;01/03/2025 18:50;Antecipado
TAM;224;SBVT;SBGL;01/03/2025 20:40;Antecipado
TAM;144;SBGR;SBLO;01/03/2025 22:10;Antecipado
TAM;180;SBLO;SBGR;01/03/2025 05:10;Antecipado
TAM;180;SBRF;SBGL;01/03/2025 10:40;Pontual
TAM;224;SBGR;SBGL;01/03/2025 09:45;Antecipado
TAM;224;SBGL;SBGR;01/03/2025 11:30;Antecipado
TAM;180;SBBR;SBBE;01/03/2025 08:30;Pontual
TAM;180;SBBR;SBBE;01/03/2025 21:00;Pontual
TAM;180;SBBE;SBBR;01/03/2025 17:10;Antecipado
TAM;180;SBBR;SBPS;01/03/2025 08:35;Antecipado
TAM;180;SBPS;SBBR;01/03/2025 15:35;Antecipado
TAM;180;SBBR;SBBV;01/03/2025 20:55;Antecipado
TAM;180;SBBV;SBBR;01/03/2025 01:35;Antecipado
TAM;180;SBSP;SBRF;01/03/2025 21:55;Antecipado
TAM;180;SBRF;SBSP;01/03/2025 03:00;Antecipado
TAM;224;SBCG;SBBR;01/03/2025 05:55;Pontual
TAM;180;SBGR;SBFZ;01/03/2025 20:40;Antecipado
TAM;180;SBBR;SBCF;01/03/2025 09:00;Antecipado
TAM;180;SBCF;SBBR;01/03/2025 18:35;Antecipado
TAM;180;SBBR;SBCF;01/03/2025 20:35;Antecipado
TAM;180;SBCF;SBBR;01/03/2025 06:25;Antecipado
TAM;180;SBBR;SBGL;01/03/2025 08:30;Antecipado
TAM;144;SBBR;SBFZ;01/03/2025 10:45;Pontual
TAM;180;SBBR;SBFZ;01/03/2025 13:50;Antecipado
TAM;180;SBBR;SBFL;01/03/2025 20:45;Antecipado
TAM;180;SBFL;SBBR;01/03/2025 10:25;Antecipado
TAM;180;SBFZ;SBBR;01/03/2025 04:45;Antecipado
TAM;144;SBFZ;SBBR;01/03/2025 14:15;Antecipado
TAM;180;SBFZ;SBBR;01/03/2025 17:10;Antecipado
TAM;224;SBGR;SBAR;01/03/2025 17:25;Pontual
TAM;224;SBAR;SBGR;01/03/2025 20:50;Pontual
TAM;180;SBEG;SBBR;01/03/2025 04:25;Antecipado
TAM;180;SBBR;SBEG;01/03/2025 09:30;Antecipado
TAM;180;SBEG;SBBR;01/03/2025 16:40;Antecipado
TAM;224;SBBR;SBEG;01/03/2025 21:50;Antecipado
TAM;180;SBGL;SBPS;01/03/2025 23:30;Pontual
TAM;180;SBPS;SBGL;01/03/2025 04:30;Antecipado
TAM;180;SBGO;SBBR;01/03/2025 06:20;Antecipado
TAM;180;SBBR;SBGO;01/03/2025 21:05;Antecipado
TAM;180;SBBR;SBSG;01/03/2025 08:30;Pontual
TAM;144;SBCT;SBSP;01/03/2025 11:05;Antecipado
TAM;224;SBBR;SBMO;01/03/2025 09:30;Pontual
TAM;224;SBMO;SBBR;01/03/2025 17:35;Pontual
TAM;180;SBMO;SBBR;01/03/2025 05:20;Pontual
TAM;144;SBSP;SBCT;01/03/2025 08:55;Antecipado
TAM;180;SBBR;SBMQ;01/03/2025 21:20;Antecipado
TAM;180;SBMQ;SBBR;01/03/2025 03:00;Antecipado
TAM;224;SBCG;SBGR;01/03/2025 21:40;Antecipado
TAM;144;SBSP;SBNF;01/03/2025 06:10;Antecipado
TAM;144;SBNF;SBSP;01/03/2025 08:05;Antecipado
TAM;224;SBBR;SBSV;01/03/2025 08:30;Antecipado
TAM;224;SBSV;SBBR;01/03/2025 11:10;Antecipado
TAM;180;SBBR;SBSG;01/03/2025 21:10;Antecipado
TAM;180;SBBR;SBGL;01/03/2025 20:35;Antecipado
TAM;144;SBRJ;SBBR;01/03/2025 14:50;Antecipado
TAM;144;SBBR;SBRJ;01/03/2025 17:50;Antecipado
TAM;144;SBBR;SBRJ;01/03/2025 06:50;Antecipado
TAM;144;SBRJ;SBBR;01/03/2025 06:05;Pontual
TAM;144;SBRJ;SBBR;01/03/2025 15:45;Antecipado
TAM;144;SBBR;SBRJ;01/03/2025 20:25;Antecipado
TAM;144;SBRJ;SBBR;01/03/2025 10:00;Pontual
TAM;144;SBBR;SBRJ;01/03/2025 12:25;Antecipado
TAM;180;SBBR;SBSL;01/03/2025 08:45;Antecipado
TAM;180;SBSL;SBBR;01/03/2025 16:40;Antecipado
TAM;180;SBBR;SBCG;01/03/2025 22:25;Antecipado
TAM;180;SBBR;SBSV;01/03/2025 20:35;Antecipado
TAM;224;SBSV;SBBR;01/03/2025 05:35;Pontual
TAM;224;SBGR;SBCG;01/03/2025 19:05;Antecipado
TAM;180;SBGR;SBJU;01/03/2025 07:45;Pontual
